country_or_area,slope,r_squared,year,unit,quantity
China,81557.10999999999,0.9287983438923233,2014,"Metric tons,  thousand",2069702
Russian Federation,-1342.5177865612568,0.6110995685204585,1992,"Metric tons,  thousand",121629
Russian Federation,-1342.5177865612568,0.6110995685204585,1993,"Metric tons,  thousand",94702
Russian Federation,-1342.5177865612568,0.6110995685204585,1994,"Metric tons,  thousand",96089
Russian Federation,-1342.5177865612568,0.6110995685204585,1995,"Metric tons,  thousand",97958
Russian Federation,-1342.5177865612568,0.6110995685204585,1996,"Metric tons,  thousand",98491
Russian Federation,-1342.5177865612568,0.6110995685204585,1997,"Metric tons,  thousand",87662
Russian Federation,-1342.5177865612568,0.6110995685204585,1998,"Metric tons,  thousand",85022
Russian Federation,-1342.5177865612568,0.6110995685204585,1999,"Metric tons,  thousand",79016
Russian Federation,-1342.5177865612568,0.6110995685204585,2000,"Metric tons,  thousand",80063
Russian Federation,-1342.5177865612568,0.6110995685204585,2001,"Metric tons,  thousand",83166
Russian Federation,-1342.5177865612568,0.6110995685204585,2002,"Metric tons,  thousand",88168
Russian Federation,-1342.5177865612568,0.6110995685204585,2003,"Metric tons,  thousand",84187
Russian Federation,-1342.5177865612568,0.6110995685204585,2004,"Metric tons,  thousand",80593
Russian Federation,-1342.5177865612568,0.6110995685204585,2005,"Metric tons,  thousand",82229
Russian Federation,-1342.5177865612568,0.6110995685204585,2006,"Metric tons,  thousand",86219
Russian Federation,-1342.5177865612568,0.6110995685204585,2007,"Metric tons,  thousand",81757
Russian Federation,-1342.5177865612568,0.6110995685204585,2008,"Metric tons,  thousand",89430
Russian Federation,-1342.5177865612568,0.6110995685204585,2009,"Metric tons,  thousand",74009
Russian Federation,-1342.5177865612568,0.6110995685204585,2010,"Metric tons,  thousand",74420
Russian Federation,-1342.5177865612568,0.6110995685204585,2011,"Metric tons,  thousand",76333
Russian Federation,-1342.5177865612568,0.6110995685204585,2012,"Metric tons,  thousand",84222
Russian Federation,-1342.5177865612568,0.6110995685204585,2013,"Metric tons,  thousand",70285
Russian Federation,-1342.5177865612568,0.6110995685204585,2014,"Metric tons,  thousand",64696
India,14853.879999999997,0.9870612757669243,1990,"Metric tons,  thousand",111940
India,14853.879999999997,0.9870612757669243,1991,"Metric tons,  thousand",123530
India,14853.879999999997,0.9870612757669243,1992,"Metric tons,  thousand",134762
India,14853.879999999997,0.9870612757669243,1993,"Metric tons,  thousand",136684
India,14853.879999999997,0.9870612757669243,1994,"Metric tons,  thousand",159034
India,14853.879999999997,0.9870612757669243,1995,"Metric tons,  thousand",165400
India,14853.879999999997,0.9870612757669243,1996,"Metric tons,  thousand",184320
India,14853.879999999997,0.9870612757669243,1997,"Metric tons,  thousand",192094
India,14853.879999999997,0.9870612757669243,1998,"Metric tons,  thousand",207422
India,14853.879999999997,0.9870612757669243,1999,"Metric tons,  thousand",237481
India,14853.879999999997,0.9870612757669243,2000,"Metric tons,  thousand",252942
India,14853.879999999997,0.9870612757669243,2001,"Metric tons,  thousand",265191
India,14853.879999999997,0.9870612757669243,2002,"Metric tons,  thousand",267900
India,14853.879999999997,0.9870612757669243,2003,"Metric tons,  thousand",279956
India,14853.879999999997,0.9870612757669243,2004,"Metric tons,  thousand",305348
India,14853.879999999997,0.9870612757669243,2005,"Metric tons,  thousand",316486
India,14853.879999999997,0.9870612757669243,2006,"Metric tons,  thousand",331578
India,14853.879999999997,0.9870612757669243,2007,"Metric tons,  thousand",360735
India,14853.879999999997,0.9870612757669243,2008,"Metric tons,  thousand",365293
India,14853.879999999997,0.9870612757669243,2009,"Metric tons,  thousand",388716
India,14853.879999999997,0.9870612757669243,2010,"Metric tons,  thousand",351085
India,14853.879999999997,0.9870612757669243,2011,"Metric tons,  thousand",410368
India,14853.879999999997,0.9870612757669243,2012,"Metric tons,  thousand",444292
India,14853.879999999997,0.9870612757669243,2013,"Metric tons,  thousand",448657
India,14853.879999999997,0.9870612757669243,2014,"Metric tons,  thousand",469716
United Kingdom,-1217.5115384615387,0.5212002597666417,1990,"Metric tons,  thousand",84014
United Kingdom,-1217.5115384615387,0.5212002597666417,1991,"Metric tons,  thousand",83542
United Kingdom,-1217.5115384615387,0.5212002597666417,1992,"Metric tons,  thousand",78469
United Kingdom,-1217.5115384615387,0.5212002597666417,1993,"Metric tons,  thousand",66106
United Kingdom,-1217.5115384615387,0.5212002597666417,1994,"Metric tons,  thousand",62406
United Kingdom,-1217.5115384615387,0.5212002597666417,1995,"Metric tons,  thousand",59589
United Kingdom,-1217.5115384615387,0.5212002597666417,1996,"Metric tons,  thousand",55511
United Kingdom,-1217.5115384615387,0.5212002597666417,1997,"Metric tons,  thousand",47329
United Kingdom,-1217.5115384615387,0.5212002597666417,1998,"Metric tons,  thousand",48587
United Kingdom,-1217.5115384615387,0.5212002597666417,1999,"Metric tons,  thousand",41827
United Kingdom,-1217.5115384615387,0.5212002597666417,2000,"Metric tons,  thousand",46854
United Kingdom,-1217.5115384615387,0.5212002597666417,2001,"Metric tons,  thousand",51681
United Kingdom,-1217.5115384615387,0.5212002597666417,2002,"Metric tons,  thousand",48738
United Kingdom,-1217.5115384615387,0.5212002597666417,2003,"Metric tons,  thousand",53086
United Kingdom,-1217.5115384615387,0.5212002597666417,2004,"Metric tons,  thousand",50917
United Kingdom,-1217.5115384615387,0.5212002597666417,2005,"Metric tons,  thousand",52517
United Kingdom,-1217.5115384615387,0.5212002597666417,2006,"Metric tons,  thousand",57894
United Kingdom,-1217.5115384615387,0.5212002597666417,2007,"Metric tons,  thousand",52996
United Kingdom,-1217.5115384615387,0.5212002597666417,2008,"Metric tons,  thousand",48310
United Kingdom,-1217.5115384615387,0.5212002597666417,2009,"Metric tons,  thousand",40163
United Kingdom,-1217.5115384615387,0.5212002597666417,2010,"Metric tons,  thousand",41975
United Kingdom,-1217.5115384615387,0.5212002597666417,2011,"Metric tons,  thousand",42412
United Kingdom,-1217.5115384615387,0.5212002597666417,2012,"Metric tons,  thousand",55362
United Kingdom,-1217.5115384615387,0.5212002597666417,2013,"Metric tons,  thousand",50651
United Kingdom,-1217.5115384615387,0.5212002597666417,2014,"Metric tons,  thousand",38916
Poland,-1010.0407692307698,0.7418909512904961,1990,"Metric tons,  thousand",77554
Poland,-1010.0407692307698,0.7418909512904961,1991,"Metric tons,  thousand",74610
Poland,-1010.0407692307698,0.7418909512904961,1992,"Metric tons,  thousand",69571
Poland,-1010.0407692307698,0.7418909512904961,1993,"Metric tons,  thousand",63137
Poland,-1010.0407692307698,0.7418909512904961,1994,"Metric tons,  thousand",60664
Poland,-1010.0407692307698,0.7418909512904961,1995,"Metric tons,  thousand",55809
Poland,-1010.0407692307698,0.7418909512904961,1996,"Metric tons,  thousand",58475
Poland,-1010.0407692307698,0.7418909512904961,1997,"Metric tons,  thousand",56218
Poland,-1010.0407692307698,0.7418909512904961,1998,"Metric tons,  thousand",52791
Poland,-1010.0407692307698,0.7418909512904961,1999,"Metric tons,  thousand",51528
Poland,-1010.0407692307698,0.7418909512904961,2000,"Metric tons,  thousand",51678
Poland,-1010.0407692307698,0.7418909512904961,2001,"Metric tons,  thousand",52147
Poland,-1010.0407692307698,0.7418909512904961,2002,"Metric tons,  thousand",50211
Poland,-1010.0407692307698,0.7418909512904961,2003,"Metric tons,  thousand",52511
Poland,-1010.0407692307698,0.7418909512904961,2004,"Metric tons,  thousand",51944
Poland,-1010.0407692307698,0.7418909512904961,2005,"Metric tons,  thousand",50904
Poland,-1010.0407692307698,0.7418909512904961,2006,"Metric tons,  thousand",53117
Poland,-1010.0407692307698,0.7418909512904961,2007,"Metric tons,  thousand",52952
Poland,-1010.0407692307698,0.7418909512904961,2008,"Metric tons,  thousand",48931
Poland,-1010.0407692307698,0.7418909512904961,2009,"Metric tons,  thousand",47071
Poland,-1010.0407692307698,0.7418909512904961,2010,"Metric tons,  thousand",50594
Poland,-1010.0407692307698,0.7418909512904961,2011,"Metric tons,  thousand",49154
Poland,-1010.0407692307698,0.7418909512904961,2012,"Metric tons,  thousand",45903
Poland,-1010.0407692307698,0.7418909512904961,2013,"Metric tons,  thousand",46020
Poland,-1010.0407692307698,0.7418909512904961,2014,"Metric tons,  thousand",42467
South Africa,2371.181538461539,0.9379096437919483,1990,"Metric tons,  thousand",74186
South Africa,2371.181538461539,0.9379096437919483,1991,"Metric tons,  thousand",73916
South Africa,2371.181538461539,0.9379096437919483,1992,"Metric tons,  thousand",74954
South Africa,2371.181538461539,0.9379096437919483,1993,"Metric tons,  thousand",80701
South Africa,2371.181538461539,0.9379096437919483,1994,"Metric tons,  thousand",82564
South Africa,2371.181538461539,0.9379096437919483,1995,"Metric tons,  thousand",86436
South Africa,2371.181538461539,0.9379096437919483,1996,"Metric tons,  thousand",90893
South Africa,2371.181538461539,0.9379096437919483,1997,"Metric tons,  thousand",95651
South Africa,2371.181538461539,0.9379096437919483,1998,"Metric tons,  thousand",99631
South Africa,2371.181538461539,0.9379096437919483,1999,"Metric tons,  thousand",94265
South Africa,2371.181538461539,0.9379096437919483,2000,"Metric tons,  thousand",98143
South Africa,2371.181538461539,0.9379096437919483,2001,"Metric tons,  thousand",91274
South Africa,2371.181538461539,0.9379096437919483,2002,"Metric tons,  thousand",93780
South Africa,2371.181538461539,0.9379096437919483,2003,"Metric tons,  thousand",103933
South Africa,2371.181538461539,0.9379096437919483,2004,"Metric tons,  thousand",111295
South Africa,2371.181538461539,0.9379096437919483,2005,"Metric tons,  thousand",109219
South Africa,2371.181538461539,0.9379096437919483,2006,"Metric tons,  thousand",110746
South Africa,2371.181538461539,0.9379096437919483,2007,"Metric tons,  thousand",113958
South Africa,2371.181538461539,0.9379096437919483,2008,"Metric tons,  thousand",128553
South Africa,2371.181538461539,0.9379096437919483,2009,"Metric tons,  thousand",118703
South Africa,2371.181538461539,0.9379096437919483,2010,"Metric tons,  thousand",126271
South Africa,2371.181538461539,0.9379096437919483,2011,"Metric tons,  thousand",119779
South Africa,2371.181538461539,0.9379096437919483,2012,"Metric tons,  thousand",122950
South Africa,2371.181538461539,0.9379096437919483,2013,"Metric tons,  thousand",123895
South Africa,2371.181538461539,0.9379096437919483,2014,"Metric tons,  thousand",130836
Germany,-621.582173913057,0.7540337877378386,1991,"Metric tons,  thousand",55723
Germany,-621.582173913057,0.7540337877378386,1992,"Metric tons,  thousand",53535
Germany,-621.582173913057,0.7540337877378386,1993,"Metric tons,  thousand",56112
Germany,-621.582173913057,0.7540337877378386,1994,"Metric tons,  thousand",54451
Germany,-621.582173913057,0.7540337877378386,1995,"Metric tons,  thousand",55079
Germany,-621.582173913057,0.7540337877378386,1996,"Metric tons,  thousand",56605
Germany,-621.582173913057,0.7540337877378386,1997,"Metric tons,  thousand",53565
Germany,-621.582173913057,0.7540337877378386,1998,"Metric tons,  thousand",56492
Germany,-621.582173913057,0.7540337877378386,1999,"Metric tons,  thousand",52797
Germany,-621.582173913057,0.7540337877378386,2000,"Metric tons,  thousand",51810
Germany,-621.582173913057,0.7540337877378386,2001,"Metric tons,  thousand",50948
Germany,-621.582173913057,0.7540337877378386,2002,"Metric tons,  thousand",49666
Germany,-621.582173913057,0.7540337877378386,2003,"Metric tons,  thousand",53553
Germany,-621.582173913057,0.7540337877378386,2004,"Metric tons,  thousand",50908
Germany,-621.582173913057,0.7540337877378386,2005,"Metric tons,  thousand",47526
Germany,-621.582173913057,0.7540337877378386,2006,"Metric tons,  thousand",50034
Germany,-621.582173913057,0.7540337877378386,2007,"Metric tons,  thousand",52523
Germany,-621.582173913057,0.7540337877378386,2008,"Metric tons,  thousand",45801
Germany,-621.582173913057,0.7540337877378386,2009,"Metric tons,  thousand",40418
Germany,-621.582173913057,0.7540337877378386,2010,"Metric tons,  thousand",43386
Germany,-621.582173913057,0.7540337877378386,2011,"Metric tons,  thousand",41071
Germany,-621.582173913057,0.7540337877378386,2012,"Metric tons,  thousand",43639
Germany,-621.582173913057,0.7540337877378386,2013,"Metric tons,  thousand",46958
Germany,-621.582173913057,0.7540337877378386,2014,"Metric tons,  thousand",43413
Kazakhstan,197.47628458499767,0.03176692688693061,1992,"Metric tons,  thousand",52140
Kazakhstan,197.47628458499767,0.03176692688693061,1993,"Metric tons,  thousand",48907
Kazakhstan,197.47628458499767,0.03176692688693061,1994,"Metric tons,  thousand",51680
Kazakhstan,197.47628458499767,0.03176692688693061,1995,"Metric tons,  thousand",37742
Kazakhstan,197.47628458499767,0.03176692688693061,1996,"Metric tons,  thousand",34336
Kazakhstan,197.47628458499767,0.03176692688693061,1997,"Metric tons,  thousand",27850
Kazakhstan,197.47628458499767,0.03176692688693061,1998,"Metric tons,  thousand",29129
Kazakhstan,197.47628458499767,0.03176692688693061,1999,"Metric tons,  thousand",28334
Kazakhstan,197.47628458499767,0.03176692688693061,2000,"Metric tons,  thousand",32965
Kazakhstan,197.47628458499767,0.03176692688693061,2001,"Metric tons,  thousand",30243
Kazakhstan,197.47628458499767,0.03176692688693061,2002,"Metric tons,  thousand",36913
Kazakhstan,197.47628458499767,0.03176692688693061,2003,"Metric tons,  thousand",40456
Kazakhstan,197.47628458499767,0.03176692688693061,2004,"Metric tons,  thousand",41486
Kazakhstan,197.47628458499767,0.03176692688693061,2005,"Metric tons,  thousand",40222
Kazakhstan,197.47628458499767,0.03176692688693061,2006,"Metric tons,  thousand",49431
Kazakhstan,197.47628458499767,0.03176692688693061,2007,"Metric tons,  thousand",47256
Kazakhstan,197.47628458499767,0.03176692688693061,2008,"Metric tons,  thousand",43972
Kazakhstan,197.47628458499767,0.03176692688693061,2009,"Metric tons,  thousand",37042
Kazakhstan,197.47628458499767,0.03176692688693061,2010,"Metric tons,  thousand",39109
Kazakhstan,197.47628458499767,0.03176692688693061,2011,"Metric tons,  thousand",41387
Kazakhstan,197.47628458499767,0.03176692688693061,2012,"Metric tons,  thousand",43987
Kazakhstan,197.47628458499767,0.03176692688693061,2013,"Metric tons,  thousand",47052
Kazakhstan,197.47628458499767,0.03176692688693061,2014,"Metric tons,  thousand",47238
Japan,3103.076153846154,0.9369758428800209,1990,"Metric tons,  thousand",31785
Japan,3103.076153846154,0.9369758428800209,1991,"Metric tons,  thousand",34212
Japan,3103.076153846154,0.9369758428800209,1992,"Metric tons,  thousand",36383
Japan,3103.076153846154,0.9369758428800209,1993,"Metric tons,  thousand",39639
Japan,3103.076153846154,0.9369758428800209,1994,"Metric tons,  thousand",43159
Japan,3103.076153846154,0.9369758428800209,1995,"Metric tons,  thousand",47316
Japan,3103.076153846154,0.9369758428800209,1996,"Metric tons,  thousand",49859
Japan,3103.076153846154,0.9369758428800209,1997,"Metric tons,  thousand",53606
Japan,3103.076153846154,0.9369758428800209,1998,"Metric tons,  thousand",52945
Japan,3103.076153846154,0.9369758428800209,1999,"Metric tons,  thousand",59179
Japan,3103.076153846154,0.9369758428800209,2000,"Metric tons,  thousand",65326
Japan,3103.076153846154,0.9369758428800209,2001,"Metric tons,  thousand",70302
Japan,3103.076153846154,0.9369758428800209,2002,"Metric tons,  thousand",75903
Japan,3103.076153846154,0.9369758428800209,2003,"Metric tons,  thousand",81984
Japan,3103.076153846154,0.9369758428800209,2004,"Metric tons,  thousand",86751
Japan,3103.076153846154,0.9369758428800209,2005,"Metric tons,  thousand",92983
Japan,3103.076153846154,0.9369758428800209,2006,"Metric tons,  thousand",89740
Japan,3103.076153846154,0.9369758428800209,2007,"Metric tons,  thousand",94964
Japan,3103.076153846154,0.9369758428800209,2008,"Metric tons,  thousand",91642
Japan,3103.076153846154,0.9369758428800209,2009,"Metric tons,  thousand",87289
Japan,3103.076153846154,0.9369758428800209,2010,"Metric tons,  thousand",91321
Japan,3103.076153846154,0.9369758428800209,2011,"Metric tons,  thousand",87427
Japan,3103.076153846154,0.9369758428800209,2012,"Metric tons,  thousand",93898
Japan,3103.076153846154,0.9369758428800209,2013,"Metric tons,  thousand",103518
Japan,3103.076153846154,0.9369758428800209,2014,"Metric tons,  thousand",101841
Ukraine,556.5494071146338,0.5179935759102121,1992,"Metric tons,  thousand",27e3
Ukraine,556.5494071146338,0.5179935759102121,1993,"Metric tons,  thousand",31290
Ukraine,556.5494071146338,0.5179935759102121,1994,"Metric tons,  thousand",28248
Ukraine,556.5494071146338,0.5179935759102121,1995,"Metric tons,  thousand",31240
Ukraine,556.5494071146338,0.5179935759102121,1996,"Metric tons,  thousand",25661
Ukraine,556.5494071146338,0.5179935759102121,1997,"Metric tons,  thousand",27055
Ukraine,556.5494071146338,0.5179935759102121,1998,"Metric tons,  thousand",27255
Ukraine,556.5494071146338,0.5179935759102121,1999,"Metric tons,  thousand",26514
Ukraine,556.5494071146338,0.5179935759102121,2000,"Metric tons,  thousand",25976
Ukraine,556.5494071146338,0.5179935759102121,2001,"Metric tons,  thousand",25185
Ukraine,556.5494071146338,0.5179935759102121,2002,"Metric tons,  thousand",27296
Ukraine,556.5494071146338,0.5179935759102121,2003,"Metric tons,  thousand",27890
Ukraine,556.5494071146338,0.5179935759102121,2004,"Metric tons,  thousand",25299
Ukraine,556.5494071146338,0.5179935759102121,2005,"Metric tons,  thousand",24637
Ukraine,556.5494071146338,0.5179935759102121,2006,"Metric tons,  thousand",33567
Ukraine,556.5494071146338,0.5179935759102121,2007,"Metric tons,  thousand",35617
Ukraine,556.5494071146338,0.5179935759102121,2008,"Metric tons,  thousand",36641
Ukraine,556.5494071146338,0.5179935759102121,2009,"Metric tons,  thousand",32881
Ukraine,556.5494071146338,0.5179935759102121,2010,"Metric tons,  thousand",35359
Ukraine,556.5494071146338,0.5179935759102121,2011,"Metric tons,  thousand",39191
Ukraine,556.5494071146338,0.5179935759102121,2012,"Metric tons,  thousand",40797
Ukraine,556.5494071146338,0.5179935759102121,2013,"Metric tons,  thousand",40137
Ukraine,556.5494071146338,0.5179935759102121,2014,"Metric tons,  thousand",35395
Australia,-138.9361538461541,0.04609077542449402,1990,"Metric tons,  thousand",23913
Australia,-138.9361538461541,0.04609077542449402,1991,"Metric tons,  thousand",23730
Australia,-138.9361538461541,0.04609077542449402,1992,"Metric tons,  thousand",24405
Australia,-138.9361538461541,0.04609077542449402,1993,"Metric tons,  thousand",25696
Australia,-138.9361538461541,0.04609077542449402,1994,"Metric tons,  thousand",22783
Australia,-138.9361538461541,0.04609077542449402,1995,"Metric tons,  thousand",23469
Australia,-138.9361538461541,0.04609077542449402,1996,"Metric tons,  thousand",27367
Australia,-138.9361538461541,0.04609077542449402,1997,"Metric tons,  thousand",28e3
Australia,-138.9361538461541,0.04609077542449402,1998,"Metric tons,  thousand",29749
Australia,-138.9361538461541,0.04609077542449402,1999,"Metric tons,  thousand",30074
Australia,-138.9361538461541,0.04609077542449402,2000,"Metric tons,  thousand",30514
Australia,-138.9361538461541,0.04609077542449402,2001,"Metric tons,  thousand",26424
Australia,-138.9361538461541,0.04609077542449402,2002,"Metric tons,  thousand",26577
Australia,-138.9361538461541,0.04609077542449402,2003,"Metric tons,  thousand",16739
Australia,-138.9361538461541,0.04609077542449402,2004,"Metric tons,  thousand",17578
Australia,-138.9361538461541,0.04609077542449402,2005,"Metric tons,  thousand",17035
Australia,-138.9361538461541,0.04609077542449402,2006,"Metric tons,  thousand",16590
Australia,-138.9361538461541,0.04609077542449402,2007,"Metric tons,  thousand",16841
Australia,-138.9361538461541,0.04609077542449402,2008,"Metric tons,  thousand",16830
Australia,-138.9361538461541,0.04609077542449402,2009,"Metric tons,  thousand",17308
Australia,-138.9361538461541,0.04609077542449402,2010,"Metric tons,  thousand",28920
Australia,-138.9361538461541,0.04609077542449402,2011,"Metric tons,  thousand",27100
Australia,-138.9361538461541,0.04609077542449402,2012,"Metric tons,  thousand",26559
Australia,-138.9361538461541,0.04609077542449402,2013,"Metric tons,  thousand",25873
Australia,-138.9361538461541,0.04609077542449402,2014,"Metric tons,  thousand",24079
Spain,-131.25538461538477,0.040720139846368616,1990,"Metric tons,  thousand",18870
Spain,-131.25538461538477,0.040720139846368616,1991,"Metric tons,  thousand",19378
Spain,-131.25538461538477,0.040720139846368616,1992,"Metric tons,  thousand",20694
Spain,-131.25538461538477,0.040720139846368616,1993,"Metric tons,  thousand",20217
Spain,-131.25538461538477,0.040720139846368616,1994,"Metric tons,  thousand",21130
Spain,-131.25538461538477,0.040720139846368616,1995,"Metric tons,  thousand",23272
Spain,-131.25538461538477,0.040720139846368616,1996,"Metric tons,  thousand",18948
Spain,-131.25538461538477,0.040720139846368616,1997,"Metric tons,  thousand",23271
Spain,-131.25538461538477,0.040720139846368616,1998,"Metric tons,  thousand",22142
Spain,-131.25538461538477,0.040720139846368616,1999,"Metric tons,  thousand",26739
Spain,-131.25538461538477,0.040720139846368616,2000,"Metric tons,  thousand",28108
Spain,-131.25538461538477,0.040720139846368616,2001,"Metric tons,  thousand",24758
Spain,-131.25538461538477,0.040720139846368616,2002,"Metric tons,  thousand",28175
Spain,-131.25538461538477,0.040720139846368616,2003,"Metric tons,  thousand",26452
Spain,-131.25538461538477,0.040720139846368616,2004,"Metric tons,  thousand",28155
Spain,-131.25538461538477,0.040720139846368616,2005,"Metric tons,  thousand",27872
Spain,-131.25538461538477,0.040720139846368616,2006,"Metric tons,  thousand",24481
Spain,-131.25538461538477,0.040720139846368616,2007,"Metric tons,  thousand",27248
Spain,-131.25538461538477,0.040720139846368616,2008,"Metric tons,  thousand",18888
Spain,-131.25538461538477,0.040720139846368616,2009,"Metric tons,  thousand",14267
Spain,-131.25538461538477,0.040720139846368616,2010,"Metric tons,  thousand",10036
Spain,-131.25538461538477,0.040720139846368616,2011,"Metric tons,  thousand",17810
Spain,-131.25538461538477,0.040720139846368616,2012,"Metric tons,  thousand",22596
Spain,-131.25538461538477,0.040720139846368616,2013,"Metric tons,  thousand",16080
Spain,-131.25538461538477,0.040720139846368616,2014,"Metric tons,  thousand",17704
Canada,-366.2938461538462,0.5480261637912922,1990,"Metric tons,  thousand",12208
Canada,-366.2938461538462,0.5480261637912922,1991,"Metric tons,  thousand",12970
Canada,-366.2938461538462,0.5480261637912922,1992,"Metric tons,  thousand",13080
Canada,-366.2938461538462,0.5480261637912922,1993,"Metric tons,  thousand",9642
Canada,-366.2938461538462,0.5480261637912922,1994,"Metric tons,  thousand",9511
Canada,-366.2938461538462,0.5480261637912922,1995,"Metric tons,  thousand",9562
Canada,-366.2938461538462,0.5480261637912922,1996,"Metric tons,  thousand",10472
Canada,-366.2938461538462,0.5480261637912922,1997,"Metric tons,  thousand",11822
Canada,-366.2938461538462,0.5480261637912922,1998,"Metric tons,  thousand",13326
Canada,-366.2938461538462,0.5480261637912922,1999,"Metric tons,  thousand",13969
Canada,-366.2938461538462,0.5480261637912922,2000,"Metric tons,  thousand",15746
Canada,-366.2938461538462,0.5480261637912922,2001,"Metric tons,  thousand",14546
Canada,-366.2938461538462,0.5480261637912922,2002,"Metric tons,  thousand",11332
Canada,-366.2938461538462,0.5480261637912922,2003,"Metric tons,  thousand",12090
Canada,-366.2938461538462,0.5480261637912922,2004,"Metric tons,  thousand",12845
Canada,-366.2938461538462,0.5480261637912922,2005,"Metric tons,  thousand",9400
Canada,-366.2938461538462,0.5480261637912922,2006,"Metric tons,  thousand",8177
Canada,-366.2938461538462,0.5480261637912922,2007,"Metric tons,  thousand",9075
Canada,-366.2938461538462,0.5480261637912922,2008,"Metric tons,  thousand",7657
Canada,-366.2938461538462,0.5480261637912922,2009,"Metric tons,  thousand",5796
Canada,-366.2938461538462,0.5480261637912922,2010,"Metric tons,  thousand",5923
Canada,-366.2938461538462,0.5480261637912922,2011,"Metric tons,  thousand",4390
Canada,-366.2938461538462,0.5480261637912922,2012,"Metric tons,  thousand",4036
Canada,-366.2938461538462,0.5480261637912922,2013,"Metric tons,  thousand",3796
Canada,-366.2938461538462,0.5480261637912922,2014,"Metric tons,  thousand",3099
France,-165.42153846153855,0.34496594284042514,1990,"Metric tons,  thousand",11028
France,-165.42153846153855,0.34496594284042514,1991,"Metric tons,  thousand",13564
France,-165.42153846153855,0.34496594284042514,1992,"Metric tons,  thousand",11488
